customer_id,user_risk_score,average_transaction_frequency
CUST_000000,0.13231024501365485,100.0
CUST_000001,0.7809050233959184,46.07646347359112
CUST_000002,0.11685196929620423,77.53738841814605
CUST_000003,0.9969243648952307,6.201036433517606
CUST_000004,0.393780362525201,13.23559077285063
CUST_000005,0.353469559908395,68.36305904438395
CUST_000006,0.14477516284244685,30.12112145032249
CUST_000007,0.6548790066747002,16.421235986234475
CUST_000008,0.4584874298163236,21.523755545812907
CUST_000009,0.4926101952713915,100.0
CUST_000010,0.36694652435495845,55.84962851843169
CUST_000011,0.4992363764246356,100.0
CUST_000012,0.04177486008866027,1.029924728577429
CUST_000013,0.7251412290303414,64.75242600131737
CUST_000014,0.7240171453785279,100.0
CUST_000015,0.5382400165856526,60.85581183286284
CUST_000016,0.9451948382367784,47.68679707710828
CUST_000017,0.8691301896413675,100.0
CUST_000018,0.014613576174498433,49.779958876015385
CUST_000019,0.3378027074866008,89.28867353049057
CUST_000020,0.4135599149146425,60.619433278124646
CUST_000021,0.7913425282621532,26.67602032661247
CUST_000022,0.7227294020331534,35.24380418087345
CUST_000023,0.8943560128332756,12.846483159137371
CUST_000024,0.12578547057996736,100.0
CUST_000025,0.05867580586541776,100.0
CUST_000026,0.6112023671629074,61.942329671950326
CUST_000027,0.8109152208771443,20.13012436360299
CUST_000028,0.3497162427091025,47.19351389690508
CUST_000029,0.8330091646863195,100.0
CUST_000030,0.6025861409437748,3.517301796834239
CUST_000031,0.009644316296084976,4.948519182462673
CUST_000032,0.9518566359145733,100.0
CUST_000033,0.153401988604853,34.010174301619195
CUST_000034,0.10844202094166389,100.0
CUST_000035,0.6808975909729806,26.86675056308674
CUST_000036,0.8210176449958757,17.35620206824137
CUST_000037,0.8541922744406949,100.0
CUST_000038,0.3113312169134653,57.66722159890304
CUST_000039,0.1828128756635542,48.26419694441093
CUST_000040,0.23889872079406838,100.0
CUST_000041,0.3607949088653529,43.18488926874101
CUST_000042,0.9706321692626083,100.0
CUST_000043,0.5446277034071262,60.68249223472394
CUST_000044,0.5788504158562429,70.99967041386675
CUST_000045,0.6554411080924852,100.0
CUST_000046,0.27554420854135975,100.0
CUST_000047,0.02846030856243187,100.0
CUST_000048,0.662957742174503,92.55257356440545
CUST_000049,0.5822687849374483,5.341213823971038
CUST_000050,0.7509068713254533,12.209990486765674
CUST_000051,0.04969639518582869,5.420868572168993
CUST_000052,0.5164946519299795,94.94287178449065
CUST_000053,0.22271986286058632,100.0
CUST_000054,0.729278825636741,30.798297520365388
CUST_000055,0.5345950584121496,100.0
CUST_000056,0.049924542403176786,12.832182008545736
CUST_000057,0.5679117871016236,9.323979551977086
CUST_000058,0.1474227259391916,71.83967848570425
CUST_000059,0.6624342414513043,100.0
CUST_000060,0.162325823092756,0.9522104504305632
CUST_000061,0.9222847720524838,100.0
CUST_000062,0.5644976055066291,2.934842800233331
CUST_000063,0.7275825967656848,40.82400495407519
CUST_000064,0.7519688238209592,100.0
CUST_000065,0.23956869265969027,27.375319523686002
CUST_000066,0.8753219418739058,100.0
CUST_000067,0.3489654624307824,24.516830087431934
CUST_000068,0.8200196984201344,7.293707449812836
CUST_000069,0.1367368591018301,73.30664484769792
CUST_000070,0.3129993987519121,100.0
CUST_000071,0.1851681455791302,28.001857099323956
CUST_000072,0.8438993147880725,35.7363219881476
CUST_000073,0.26341384725080863,100.0
CUST_000074,0.33583679295320157,100.0
CUST_000075,0.8525412039519018,100.0
CUST_000076,0.9614692296067302,32.489657307024586
CUST_000077,0.4019969770001435,27.96155061877687
CUST_000078,0.7506781402076026,43.08372772993962
CUST_000079,0.5398171722131035,34.95563288654772
CUST_000080,0.9260666416114093,100.0
CUST_000081,0.9612908826306866,24.939398226453655
CUST_000082,0.08753487861277442,66.66025172482702
CUST_000083,0.7824473157726988,48.2210101358883
CUST_000084,0.13151374199664678,100.0
CUST_000085,0.7080749120867876,74.71596513124624
CUST_000086,0.8440427649283696,0.6428215873185805
CUST_000087,0.4935177259147867,100.0
CUST_000088,0.16941854769611886,38.184675333732145
CUST_000089,0.8090901735802584,100.0
CUST_000090,0.15543246316357584,55.94221206041495
CUST_000091,0.4047652193750858,24.821833778118044
CUST_000092,0.9578314453702236,67.92553771921455
CUST_000093,0.506071527038629,2.612641065887965
CUST_000094,0.8645735572737862,100.0
CUST_000095,0.32482302619661496,100.0
CUST_000096,0.40293952332134675,100.0
CUST_000097,0.8152548591605321,100.0
CUST_000098,0.5551263820392754,99.55441584979181
CUST_000099,0.24505547831699326,92.17072249690058
CUST_000100,0.3147930941928999,83.64166033300071
CUST_000101,0.7616868639627964,58.826231237883405
CUST_000102,0.846828901409995,36.347107226822764
CUST_000103,0.3828402056730358,1.2855500061525087
CUST_000104,0.8471657667312719,30.774432834604127
CUST_000105,0.5188130500835579,37.22317656390962
CUST_000106,0.32091943358061814,90.25480662098838
CUST_000107,0.3363785937481153,44.3476742583139
CUST_000108,0.12201570304648068,40.36122039440732
CUST_000109,0.3983639382791573,16.16211646521819
CUST_000110,0.7988681089395606,100.0
CUST_000111,0.7747279072073935,5.201683082182052
CUST_000112,0.7361485633528412,7.295438450276983
CUST_000113,0.9063862318920928,79.97178553430875
CUST_000114,0.4793130805299698,10.42921394504083
CUST_000115,0.8628678252377361,37.12970295951219
CUST_000116,0.42534797105180455,100.0
CUST_000117,0.866791722633973,100.0
CUST_000118,0.5249812786541924,100.0
CUST_000119,0.06630555249830805,98.96443741591654
CUST_000120,0.29212211599129523,85.8025819409985
CUST_000121,0.5730158688092781,58.623405904176884
CUST_000122,0.900457301550471,94.80340798475846
CUST_000123,0.20320955597291235,100.0
CUST_000124,0.7373795877014949,4.77413777385361
CUST_000125,0.06849988420200959,37.14276209924287
CUST_000126,0.6480580300766453,12.851966710482449
CUST_000127,0.7597089064164877,100.0
CUST_000128,0.7940515746074078,92.00085399785345
CUST_000129,0.46970349021756563,13.495161917877674
CUST_000130,0.673971199914886,25.904173327824225
CUST_000131,0.777258527202249,100.0
CUST_000132,0.2035663556238284,100.0
CUST_000133,0.7993773368482157,87.0850253034832
CUST_000134,0.6559147384794829,100.0
CUST_000135,0.7009843416851277,48.72442990150117
CUST_000136,0.24798869362786757,27.901163012389496
CUST_000137,0.5638674676872647,95.14586956723879
CUST_000138,0.7806311997327663,12.051075178558934
CUST_000139,0.32825360417129745,10.141719833129065
CUST_000140,0.6074397643119829,48.07755430067825
CUST_000141,0.9964754420780133,100.0
CUST_000142,0.74835448153887,19.520719125168004
CUST_000143,0.9565904080672726,6.439569154060079
CUST_000144,0.41630246239117785,100.0
CUST_000145,0.24438466698706418,100.0
CUST_000146,0.7704127556755994,55.04283757553509
CUST_000147,0.6611279164455264,8.683695613261982
CUST_000148,0.6410156359800439,100.0
CUST_000149,0.17535263857626227,48.92255081537942
CUST_000150,0.34036082083633123,76.5441652567352
CUST_000151,0.8358329832708608,100.0
CUST_000152,0.12717072637213622,100.0
CUST_000153,0.9209353838099723,53.14429137421013
CUST_000154,0.801946115765092,100.0
CUST_000155,0.5967955741029669,100.0
CUST_000156,0.05408474483227754,83.6863686339747
CUST_000157,0.19371262569126124,100.0
CUST_000158,0.5449938239514311,60.14442141668908
CUST_000159,0.23621875436370454,100.0
CUST_000160,0.9894723193569632,46.58995386127128
CUST_000161,0.7873687017711474,65.52192722275814
CUST_000162,0.6051807164494123,68.71136818408401
CUST_000163,0.39595937351219723,87.83270687086541
CUST_000164,0.18535116069606283,100.0
CUST_000165,0.07976465301248148,100.0
CUST_000166,0.7510148117986875,100.0
CUST_000167,0.46461405279477175,13.568682513433192
CUST_000168,0.38521736749014635,9.98119748691155
CUST_000169,0.8672592853117974,50.029859515381325
CUST_000170,0.6518678183375396,34.06268210565972
CUST_000171,0.10705455847224543,67.45874956322496
CUST_000172,0.057706638553859935,100.0
CUST_000173,0.03688590409749648,100.0
CUST_000174,0.885392696696711,21.52867054044912
CUST_000175,0.16696139036547986,100.0
CUST_000176,0.7134646843322434,0.1
CUST_000177,0.07334362270221106,27.0599546968459
CUST_000178,0.9185298407010027,100.0
CUST_000179,0.9964523825057794,53.2481018052959
CUST_000180,0.04414657868749161,10.654317015883858
CUST_000181,0.16259696598491835,82.0606576584489
CUST_000182,0.008738883584423207,12.234638641369497
CUST_000183,0.8277815570753247,21.713525992289252
CUST_000184,0.9731731621399987,100.0
CUST_000185,0.7683392532954306,100.0
CUST_000186,0.7535941251262218,94.15520035181541
CUST_000187,0.31022043100273466,100.0
CUST_000188,0.2464814399152807,100.0
CUST_000189,0.7495872974845148,18.081185968691827
CUST_000190,0.04920899033712789,76.46561015646067
CUST_000191,0.5206153088906361,58.02648847042572
